許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,舊證字號,通關簽審文件編號,中文品名,英文品名,適應症,劑型,包裝,藥品類別,管制藥品分類級別,主成分略述,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠公司地址,製造廠國別,製程,異動日期,用法用量,包裝與國際條碼
"衛署藥製字第043804號","","","","2030/06/08","2000/06/08","製　劑","","DHY00104380403","宜喜微粒〝永勝〞","EC MICROSPHERES ""EVEREST""","ＶＩＴ　Ｅ、Ｂ２及Ｃ缺乏症。","細粒劑","塑膠瓶裝;;鋁箔盒裝","","","SODIUM ASCORBATE;;ASCORBIC ACID (VIT C);;RIBOFLAVIN BUTYRATE;;TOCOPHEROL ACETATE ALPHA D-","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","30853589","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","","TW","","2025/01/15","",""
"衛署藥製字第043806號","","","","2030/06/09","2000/06/09","製　劑","","","""瑞士""美得眠錠1毫克","MODIPANOL TABLETS 1MG ""SWISS""","失眠。","錠劑","塑膠瓶裝","","第三級管制藥品","FLUNITRAZEPAM","瑞士藥廠股份有限公司","台南市新市區中山路182號","68770700","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2025/03/04","",""
"衛署藥製字第043810號","","","","2030/06/20","2000/06/20","製　劑","","DHY00104381001","保得康　凝膠１０公絲/公克（匹洛西卡）〝華興〞","POUDERCONE GEL 1% (PIROXICAM) ""H.S.""","骨關節炎（關節痛、退化性關節痛）外傷後或肌腱炎、腱鞘炎、關節周圍炎、扭傷、拉傷和下背疼痛等急性肌肉骨骼損傷。","外用凝膠劑","１０００公克以下裝;;塑膠瓶裝;;鋁軟管","","","PIROXICAM","華興化學製藥廠股份有限公司","彰化縣田尾鄉饒平村四維巷１２８號","59117998","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2025/07/02","",""
"衛署藥製字第043818號","","","","2025/06/21","2000/06/21","製　劑","","DHY00104381801","""成大""希敏克膜衣錠１０毫克","SYMITEC F.C. TABLETS 10MG ""CHEN TA""","季節性鼻炎、結合膜炎、過敏性鼻炎、蕁痲疹、過敏性搔癢等過敏現象。","膜衣錠","塑膠瓶裝;;鋁箔盒裝","","","CETIRIZINE DIHYDROCHLORIDE (EQ TO CETIRIZINE 2HCL )","成大藥品股份有限公司","台南市麻豆區南勢里關帝廟８０號","72110569","成大藥品股份有限公司","台南市麻豆區南勢里關帝廟８０號","","TW","","2025/11/21","",""
"衛署藥製字第043820號","","","","2030/06/21","2000/06/21","製　劑","","DHY00104382001","""瑞安"" 康利舒冒止炎痛膜衣錠","COLD-FREE BROFEN IB F.C. TABLET","暫時性解除頭痛、肌肉疼痛、關節炎的輕度疼痛、牙痛、背痛、輕度疼痛及與感冒有關的疼痛、經痛及解熱作用。","膜衣錠","塑膠瓶裝;;鋁箔盒裝","","","IBUPROFEN","瑞安大藥廠股份有限公司","臺北市內湖區內湖路1段392號11樓之1","23045916","優良化學製藥股份有限公司","新竹縣湖口鄉中興村光復路10號","","TW","","2025/02/27","",""
"衛署藥製字第043821號","","","","2030/06/21","2000/06/21","製　劑","","DHY00104382103","胃您好膜衣錠１０公絲〝永勝〞","WINIFUL F.C. TABLETS 10MG ""EVEREST""","緩解下列症狀：胃灼熱、消化不良（酸引起）、胃酸過多。","膜衣錠","鋁箔盒裝;;塑膠瓶裝","","","FAMOTIDINE","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","30853589","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","","TW","","2025/02/19","",""
"衛署藥製字第043842號","","","","2030/07/07","2000/07/07","製　劑","","DHY00104384201","""南光""歐克胃延遲釋放微粒膠囊40毫克","Okwe Delayed Release Microencapsulated Capsule 40 mg ""N.K.""","十二指腸潰瘍、胃潰瘍、逆流性食道炎、Zollinger-Ellison症候群、合併抗生素治療與幽門螺旋桿菌(Helicobacter Pylori)相關的消化性潰瘍。","腸溶微粒膠囊劑","塑膠瓶裝;;鋁箔盒裝","","","OMEPRAZOLE","南光化學製藥股份有限公司","臺南市新化區全興里中山路1001號、1001-1號","69275313","南光化學製藥股份有限公司","台南市新化區全興里中山路1001號、1001之1號","","TW","","2025/07/03","",""
"衛署藥製字第043843號","","","","2030/07/07","2000/07/07","製　劑","","DHY00104384300","“派頓”復爾朗點眼懸液0.2毫克/毫升","FLUORONE OPHTHALMIC SUSPENSION 0.2MG/ML ""PATRON""","外眼部的炎症性患者（眼瞼炎、結膜炎、角膜炎、強膜炎、上強膜炎等）。","點眼懸液劑","塑膠瓶裝","","","FLUOROMETHOLONE","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","83748073","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨里為隨東路五十號","","TW","放射線滅菌廠","2025/02/14","",""
"衛署藥製字第043843號","","","","2030/07/07","2000/07/07","製　劑","","DHY00104384300","“派頓”復爾朗點眼懸液0.2毫克/毫升","FLUORONE OPHTHALMIC SUSPENSION 0.2MG/ML ""PATRON""","外眼部的炎症性患者（眼瞼炎、結膜炎、角膜炎、強膜炎、上強膜炎等）。","點眼懸液劑","塑膠瓶裝","","","FLUOROMETHOLONE","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","83748073","中國生化科技股份有限公司","台中市西屯區工業區三十三路10號","","TW","放射線滅菌廠","2025/02/14","",""
"衛署藥製字第043844號","","","","2030/07/07","2000/09/11","製　劑","","DHY00104384402","牙寶含氟錠1毫克","Yubon Tablets 1mg","預防齲齒","錠劑","塑膠瓶裝","","","SODIUM FLUORIDE","麥迪森醫藥股份有限公司","臺北市中正區林森南路10號5樓","12738546","榮民製藥股份有限公司","桃園市中壢區中山東路３段４４７號","","TW","","2025/06/25","詳如仿單。",""
"衛署藥製字第043845號","","","","2030/07/07","2000/07/07","製　劑","","DHY00104384504","靜淨除毛乳膏７５公絲/公克","JIN JIN HAIR REMOVE 75MG/GM CREAM","一般體毛（手、腳部）及較粗體毛（如腋部）之脫毛。","乳膏劑","塑膠軟管裝;;１０００公克以下裝","","","THIOGLYCOLLATE CALCIUM TRIHYDRATE (EQ TO CALCIUM THIOGLYCOLLATE TRIHYDRATE )","美西製藥有限公司","高雄市仁武區仁武里工業一路９號","85610030","美西製藥有限公司","高雄市仁武區仁武里工業一路９號","","TW","","2025/08/01","",""
"衛署藥製字第043846號","","","","2025/07/07","2000/07/07","製　劑","","DHY00104384606","""恆安"" 蘿雅蒂詩潔白乳膏２０毫克/公克","CLEAR HQ CREAM 20MG/GM ""HENG AN""","減輕黑斑、雀斑、或其它色素沉著。","乳膏劑","塑膠瓶裝;;塑膠軟管裝","","","HYDROQUINONE","恒安製藥工業股份有限公司","台中市西屯區台中工業區一路１０１號","52473036","恒安製藥工業股份有限公司","台中市西屯區台中工業區一路１０１號","","TW","","2020/03/03","",""
"衛署藥製字第043847號","","","","2030/07/10","2000/07/10","製　劑","","DHY00104384708","達來乳膏","ZALAIN CREAM 2%","治療皮膚表面黴菌感染，例如：足癬、股癬、圓癬、鬚癬、手癬、念珠菌、變色糠疹。","乳膏劑","鋁管裝","","","SERTACONAZOLE NITRATE","科進製藥科技股份有限公司","台北市南港區園區街3號14樓之7","97301657","科進製藥科技股份有限公司新竹廠","新竹縣竹北市東海里生醫路2段22、26號4樓","","TW","","2025/08/13","",""
"衛署藥製字第043858號","","","","2030/07/17","2000/07/17","製　劑","","DHY00104385800","""政德"" 待爾康錠８０公絲","DIACRON TABLETS 80MG ""GENTLE""","糖尿病。","錠劑","鋁箔盒裝;;塑膠瓶裝","","","GLICLAZIDE","政德製藥股份有限公司","雲林縣大埤鄉嘉興村豐田路２號","63129193","政德製藥股份有限公司","雲林縣大埤鄉嘉興村豐田路２號","","TW","","2025/02/27","",""
"衛署藥製字第043859號","","","","2030/07/19","2000/07/19","製　劑","","DHY00104385902","""優生""可樂平錠100毫克","USPEN TABLETS 100MG ""YU SHENG""","其他藥物治療失效的思覺失調症病人。降低思覺失調症或情感性分裂的復發性自殺行為。帕金森氏症期間的精神疾病。","錠劑","塑膠瓶裝","","","CLOZAPINE","優生製藥廠股份有限公司","台中市南屯區寶山里工業區21路14號","38143008","優生製藥廠股份有限公司","台中市南屯區寶山里工業區21路14號","","TW","","2025/09/08","",""
"衛署藥製字第043860號","","","","2030/07/19","2000/07/19","製　劑","","","〝永勝〞易眠錠２毫克","ELAM TABLETS 2MG ""EVEREST""","失眠。","錠劑","鋁箔盒裝;;塑膠瓶裝","","第四級管制藥品","ESTAZOLAM","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","30853589","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","","TW","","2025/07/07","",""
"衛署藥製字第043861號","","","","2030/07/19","2000/07/19","製　劑","","DHY00104386102","欣累弛錠200毫克","SYNFLEX TABLETS 200MG","緩解由脊髓或肌肉痙攣引起疼痛。","錠劑","塑膠瓶裝;;鋁箔盒裝","","","MEPHENOXALONE","健喬信元醫藥生技股份有限公司","新竹縣湖口鄉工業一路6號","43199950","優良化學製藥股份有限公司","新竹縣湖口鄉中興村光復路10號","","TW","","2025/03/11","",""
"衛署藥製字第043862號","","","","2025/07/19","2000/07/19","製　劑","","DHY00104386204","〝政德〞可化凝錠１毫克","COFARIN TAB 1MG ""GENTLE""","靜脈栓塞症。","錠劑","鋁箔盒裝;;塑膠瓶裝","","","WARFARIN SODIUM","政德製藥股份有限公司","雲林縣大埤鄉嘉興村豐田路２號","63129193","政德製藥股份有限公司","雲林縣大埤鄉嘉興村豐田路２號","","TW","","2024/07/05","",""
"衛署藥製字第043863號","","","","2030/07/19","2000/07/19","製　劑","","DHY00104386306","""衛達""麗潔乳膏０．１％","RETIOL CREAM 0.1% ""WEIDAR""","尋常性痤瘡。","乳膏劑","塑膠罐裝;;鋁管裝","","","RETINOIC ACID (EQ TO TRETINOIN)(EQ TO VITAMIN A ACID)","衛達化學製藥股份有限公司","臺中市南屯區寶山里工業區23路21號","30950745","衛達化學製藥股份有限公司","台中市工業區２３路２１號","","TW","","2025/07/15","",""
"衛署藥製字第043894號","","","","2030/08/01","2000/08/01","製　劑","","DHY00104389404","歐可抗痛藥布","OAKER KANG TONG PAP","暫時緩解局部疼痛。","藥膠布","鋁箔袋裝","","","INDOMETHACIN (eq to Indometacin);;INDOMETHACIN (eq to Indometacin);;INDOMETHACIN (eq to Indometacin);;INDOMETHACIN (eq to Indometacin);;INDOMETHACIN (eq to Indometacin)","得生製藥股份有限公司二廠","臺南市永康區環工路四十二之一號","22684196","得生製藥股份有限公司二廠","台南市永康區王行里環工路42號之1號","","TW","","2025/05/23","",""
"衛署藥製字第043896號","","","","2030/08/01","2000/08/01","製　劑","","DHY00104389608","〝永勝〞漠疼膜衣錠50毫克","MEITAN F.C. TABLETS 50MG ""EVEREST""","緩解發炎及因發炎反應引起之疼痛。","膜衣錠","鋁箔盒裝;;塑膠瓶裝","","","DICLOFENAC POTASSIUM","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","30853589","永勝藥品工業股份有限公司","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","","TW","","2025/06/23","為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。每日最大劑量不建議大於100MG。症狀較輕及14歲以上青少年每日劑量為：75-100MG；前述用量須分2-3次投予。",""
"衛署藥製字第043897號","","","","2030/08/01","2000/08/01","製　劑","","DHY00104389700","〝優良〞醋酸鉀注射液２毫當量/公撮","""U-LIANG""POTASSIUM ACETATE INJECTION 2MEQ/ML","補充鉀離子、預防及治療低鉀血症。","注射劑","小瓶;;盒裝","","","POTASSIUM ACETATE","優良化學製藥股份有限公司","新竹縣湖口鄉中興村光復路10號","44988454","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2025/03/07","",""
"衛署藥製字第043898號","","","","2030/08/01","2000/08/01","製　劑","","DHY00104389802","膚肯膠囊１５０毫克（氟可那挫）","FLU-D CAPSULES 150MG","念珠球菌局部或全身感染、囊球菌感染、預防後天免疫缺乏症候群病人的黴菌感染。","膠囊劑","鋁箔盒裝;;塑膠瓶裝","","","FLUCONAZOLE","永信藥品工業股份有限公司","台中市大甲區頂店里中山路一段1191號","56065601","永信藥品工業股份有限公司台中幼獅廠","台中市大甲區日南里工九路２７號","","TW","","2025/04/09","依仿單",""
"衛署藥製字第043899號","","","","2030/08/02","2000/08/02","製　劑","","DHY00104389901","""華興"" 膣潔陰道錠５００公絲（硝基甲嘧唑乙醇）","VAZOLE VAGINAL TABLETS 500MG ""H.S.""","陰道滴蟲感染所引起之陰道炎。","陰道錠","塑膠瓶裝;;鋁箔盒裝","","","METRONIDAZOLE","華興化學製藥廠股份有限公司","彰化縣田尾鄉饒平村四維巷１２８號","59117998","華興化學製藥廠股份有限公司","彰化縣田尾鄉饒平村四維巷１２８號","","TW","","2025/07/08","",""
"衛署藥製字第043933號","","","","2030/08/25","2000/08/25","製　劑","","DHY00104393301","""瑞安""密可梳外用液２０毫克/毫升","MIXIL TOPICAL SOLUTION 20MG/ML ""PURZER""","雄激素性禿髮。","外用液劑","塑膠瓶裝","","","MINOXIDIL","瑞安大藥廠股份有限公司","臺北市內湖區內湖路1段392號11樓之1","23045916","健康化學製藥股份有限公司","台中市大甲區幼獅工業區幼四路１２號","","TW","","2025/03/28","",""
"衛署藥製字第043934號","","","","2030/08/29","2000/08/29","製　劑","","DHY00104393403","立肌樂錠２００公絲〝皇佳〞","RELAX TABLETS 200MG ""ROYAL""","緩解由脊髓或肌肉痙攣引起的疼痛。","錠劑","塑膠瓶裝","","","MEPHENOXALONE","皇佳化學製藥股份有限公司","高雄市鳥松區埔安街1號","85847859","皇佳化學製藥股份有限公司","高雄市鳥松區?埔里埔安街1號","高雄市鳥松區埔安街1號","TW","","2025/08/01","",""
"衛署藥製字第043935號","","","","2030/08/29","2000/08/29","製　劑","","DHY00104393505","""大豐""護胃治定膜衣錠20毫克","FAMOSTER F.C. TABLETS 20MG ""T.F.""","胃潰瘍、十二指腸潰瘍、吻合術後潰瘍、上部消化管出血（消化性潰瘍、急性ＳＴＲＥＳＳ潰瘍、出血性胃炎而引起的）逆流性食道炎、ＺＯＬＬＩＮＧＥＲ－ＥＬＬＩＳＯＮ症候群。","膜衣錠","鋁箔盒裝;;塑膠瓶裝","","","FAMOTIDINE","大豐製藥股份有限公司","彰化縣彰化市延平里岸頭巷11號","59036721","大豐製藥股份有限公司","彰化縣彰化市延平里岸頭巷11號","","TW","","2025/07/22","",""
"衛署藥製字第043936號","","","","2030/08/29","2000/08/29","製　劑","","DHY00104393607","勇膚乳膏","YUFO CREAM","暫時緩解昆蟲咬傷或皮膚刺激所引起之疼痛及搔癢、濕疹、去角質。","乳膏劑","鋁軟管裝;;塑膠瓶裝","","","UREA;;FLUOCINOLONE ACETONIDE;;DIBUCAINE;;DIPHENHYDRAMINE HCL","井田國際醫藥廠股份有限公司","台中市大甲區幼獅路32號","24430803","井田國際醫藥廠股份有限公司","台中市大甲區幼獅路32號","","TW","","2025/04/09","",""
"衛署藥製字第043937號","","","","2030/08/29","2000/08/29","製　劑","","DHY00104393709","""大豐"" 免憂膠囊２０公絲（富魯歐西汀）","FONZAC CAPSULES 20MG (FLUOXETINE) ""T.F.""","抑鬱症、暴食症、強迫症。","膠囊劑","鋁箔盒裝;;塑膠瓶裝","","","FLUOXETINE (HYDROCHLORIDE)","大豐製藥股份有限公司","彰化縣彰化市延平里岸頭巷11號","59036721","大豐製藥股份有限公司","彰化縣彰化市延平里岸頭巷11號","","TW","","2025/09/05","",""
"衛署藥製字第043939號","","","","2030/08/31","2000/08/31","製　劑","","DHY00104393900","美利錠","MEP TABLET","副腎皮質機能不全、慢性風濕關節炎、多發性肌炎、支氣管氣喘、藥物化學品過敏性藥疹中毒疹、血清病、重症感染症、濕疹、皮膚炎、癢疹、乾癬、潰瘍性大腸炎、重症消耗性疾患、血管運動性鼻炎。","錠劑","塑膠瓶裝;;鋁箔盒裝","","","METHYLPREDNISOLONE","壽元化學工業股份有限公司","嘉義市西區新民路128號","66289377","壽元化學工業股份有限公司","嘉義市西區新民路128號","","TW","","2025/05/16","",""
"衛署藥製字第043941號","","","","2030/09/01","2000/09/01","製　劑","","DHY00104394100","血必克膠囊２５０公絲（妥內散酸）〝溫士頓〞","SPICA CAPSULES 250MG (TRANEXAMIC ACID) ""WINSTON""","全身及局部出血或出血性疾病。","膠囊劑","塑膠瓶裝","","","TRANEXAMIC ACID","溫士頓醫藥股份有限公司","台南市永康區仁愛街117號","72082135","溫士頓醫藥股份有限公司","台南市永康區鹽洲里仁愛街１１７號","","TW","","2025/09/11","",""
"衛署藥製字第043943號","","","","2030/09/01","2000/09/01","製　劑","","DHY00104394304","〝信東〞益撲喘吸入液0.25毫克/毫升","IPRATRAN INHALATION SOLUTION 0.25MG/ML (IPRATROPIUM BROMIDE)","慢性阻塞性支氣管炎、支氣管氣喘。","吸入用液劑","塑膠瓶裝","","","IPRATROPIUM BROMIDE (ANHYDROUS)","信東生技股份有限公司","桃園市桃園區介壽路２２號","43211700","麥迪森醫藥股份有限公司桃園廠","桃園市桃園區桃鶯路445之2號","","TW","","2025/07/15","",""
